"targets","layer","name","description","fld_value","units","filename","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"AO","rky_ao_stock","Fisheries stock landings","The opportunity for artisanal and recreational fishing based on the availabilty of fisheries","value","value","AO_Stock_Landings Israel.csv",,,"sciname","year","value",,TRUE,1950,2010,0,1622,FALSE,,,,6,FALSE
"CW","cw_coastalpopn_trend","Coastal human population as a proxy for trend in trash","Coastal population, defined as the total population inland of 25 miles ","trend","trend score","cw_coastalpopn_trend_global2013.csv","rgn_id",,,,"trend",,TRUE,,,0.098175936123348,0.098175936123348,TRUE,,,,6,FALSE
"CW","cw_fertilizer_trend","Fertilizer consumption as a proxy for trend in nutrient pollution","Statistics on fertilizer consumption from the Food and Agricultural Organization (FAO) ","trend.score","trend score","cw_fertilizer_trend_global2013.csv","rgn_id",,,,"trend.score",,TRUE,,,0.698276712599072,0.698276712599072,TRUE,,,,6,FALSE
"CW","cw_pathogen_trend","Trends in access to improved sanitation as a proxy for pathogen pollution trend","Trends in percent of population with access to improved sanitation facilities ","trend","trend score","cw_pathogen_trend_global2013.csv","rgn_id",,,,"trend",,TRUE,,,0,0,TRUE,,,,6,FALSE
"CW","cw_pesticide_trend","Pesticide consumption as a proxy for trend in chemical pollution","Statistics on pesticides consumption from the Food and Agricultural Organization (FAO) ","trend.score","trend score","cw_pesticide_trend_global2013.csv","rgn_id",,,,"trend.score",,TRUE,,,0.0842377994981651,0.0842377994981651,TRUE,,,,6,FALSE
"FIS","fis_b_bmsy","B/Bmsy estimates obtained using the catch-MSY method","","b_bmsy","B / B_msy","fis_b_bmsy_global2013.csv","fao_id",,"taxon_name","year","b_bmsy",,TRUE,1950,2011,0.0461287907976367,1.98830565893193,FALSE,,,,6,FALSE
"FIS","fis_meancatch","Catch data for each Taxon/FAO/SAUP region averaged across years (1980-2011)","Reported data includes years 2006-2011","mean_catch","metric tons","fis_meancatch_global2013.csv",,"fao_saup_id","taxon_name_key","year","mean_catch",,TRUE,2006,2011,1.36907349309404e-05,4795395.86,FALSE,,,,6,FALSE
"FIS","fis_proparea_saup2rgn","area of each saup/total OHI reporting region","For converting saup regions to OHI reporting regions","prop_area","proportion of area","fis_proparea_saup2rgn_global2013.csv","rgn_id",,"saup_id",,"prop_area",,TRUE,,,1,1,TRUE,,,,6,FALSE
"FP","fp_wildcaught_weight","Fisheries weighting factor","Proportional yield of wild caught fisheries","w_fis","value","fp_wildcaught_weight_global2013.csv","rgn_id",,,,"w_fis",,TRUE,,,0.778133576,0.778133576,TRUE,,,,6,FALSE
"HAB CS CP","hab_extent","Habitat extent","Modeled combined habitat extent","km2","km^2","hab_extent_israel2014.csv","rgn_id",,"habitat",,"km2",,TRUE,,,1,3892.95,FALSE,,,,6,FALSE
