rgn_id,sciname,category
1,Squalus acanthias,EN
1,Epinephelus aeneus,NT
1,Gymnura altavela,VU
1,Myliobatis aquila,DD
1,Mustelus asterias,LC
1,Raja asterias,LC
1,Squalus blainvillei,DD
1,Pteromylaeus bovinus,DD
1,Steno bredanensis,LC
1,Carcharhinus brevipinna,NT
1,Serranus cabrilla,
1,Scyliorhinus canicula,LC
1,Epinephelus caninus,DD
1,Carcharodon carcharias,VU
1,Caretta caretta,EN
1,Ziphius cavirostris,DD
1,Oxynotus centrina,VU
1,Dasyatis centroura,LC
1,Dasyatis chrysonota,LC
1,Raja clavata,NT
1,Stenella coeruleoalba,VU
1,Epinephelus coioides,NT
1,Dermochelys coriacea,VU
1,Epinephelus costae,DD
1,Pseudorca crassidens,DD
1,Ocypode cursor,
1,Delphinus delphis,EN
1,Odontaspis ferox,VU
1,Hippocampus fuscus,DD
1,Galeorhinus galeus,VU
1,Prionace glauca,NT
1,Taeniura grabata,
1,Grampus griseus,DD
1,Epinephelus haifensis,
1,Serranus hepatus,
1,Hippocampus hippocampus,DD
1,Scyllarides latus,DD
1,Carcharhinus limbatus,NT
1,Physeter macrocephalus,EN
1,Epinephelus malabaricus,
1,Rhinoptera marginata,NT
1,Epinephelus marginatus,EN
1,Torpedo marmorata,DD
1,Cetorhinus maximus,VU
1,Carcharhinus melanopterus,NT
1,Galeus melastomus,LC
1,Raja miraletus,LC
1,Mobula mobular,EN
1,Monachus monachus,CR
1,Chimaera monstrosa,NT
1,Raja montagui,LC
1,Mustelus mustelus,VU
1,Chelonia mydas,EN
1,Torpedo nobiliana,DD
1,Carcharhinus obscurus,VU
1,Squatina oculata,CR
1,Isurus oxyrinchus,VU
1,Dasyatis pastinaca,DD
1,Pristis pectinata,CR
1,Heptranchias perlo,NT
1,Balaenoptera physalus,VU
1,Carcharhinus plumbeus,VU
1,Mustelus punctulatus,DD
1,Raja radula,DD
1,Hippocampus ramulosus,
1,Rhinobatos rhinobatos,EN
1,Mycteroperca rubra,LC
1,Serranus scriba,
1,Etmopterus spinax,LC
1,Scyliorhinus stellaris,NT
1,Torpedo torpedo,DD
1,Tursiops truncatus,VU
1,Himantura uarnak,VU
1,Raja undulata,EN
1,Centrophorus uyato,DD
1,Alopias vulpinus,VU
1,Sphyrna zygaena,VU
2,Squalus acanthias,EN
2,Epinephelus aeneus,NT
2,Gymnura altavela,VU
2,Myliobatis aquila,DD
2,Mustelus asterias,LC
