rgn_id,sciname,popn_trend
1,Squalus acanthias,Decreasing
1,Epinephelus aeneus,Decreasing
1,Gymnura altavela,Decreasing
1,Myliobatis aquila,Unknown
1,Mustelus asterias,Unknown
1,Raja asterias,Stable
1,Squalus blainvillei,Unknown
1,Pteromylaeus bovinus,Unknown
1,Steno bredanensis,Unknown
1,Carcharhinus brevipinna,Unknown
1,Serranus cabrilla,
1,Scyliorhinus canicula,Stable
1,Epinephelus caninus,Unknown
1,Carcharodon carcharias,Unknown
1,Caretta caretta,
1,Ziphius cavirostris,Unknown
1,Oxynotus centrina,Unknown
1,Dasyatis centroura,Unknown
1,Dasyatis chrysonota,Unknown
1,Raja clavata,Decreasing
1,Stenella coeruleoalba,Unknown
1,Epinephelus coioides,Decreasing
1,Dermochelys coriacea,Decreasing
1,Epinephelus costae,Unknown
1,Pseudorca crassidens,Unknown
1,Ocypode cursor,
1,Delphinus delphis,Decreasing
1,Odontaspis ferox,Decreasing
1,Hippocampus fuscus,Unknown
1,Galeorhinus galeus,Decreasing
1,Prionace glauca,Unknown
1,Taeniura grabata,
1,Grampus griseus,Unknown
1,Epinephelus haifensis,
1,Serranus hepatus,
1,Hippocampus hippocampus,Unknown
1,Scyllarides latus,Unknown
1,Carcharhinus limbatus,Unknown
1,Physeter macrocephalus,Decreasing
1,Epinephelus malabaricus,
1,Rhinoptera marginata,Unknown
1,Epinephelus marginatus,Decreasing
1,Torpedo marmorata,Unknown
1,Cetorhinus maximus,Decreasing
1,Carcharhinus melanopterus,Decreasing
1,Galeus melastomus,Stable
1,Raja miraletus,Stable
1,Mobula mobular,Decreasing
1,Monachus monachus,Decreasing
1,Chimaera monstrosa,Stable
1,Raja montagui,Stable
1,Mustelus mustelus,Decreasing
1,Chelonia mydas,Decreasing
1,Torpedo nobiliana,Unknown
1,Carcharhinus obscurus,Decreasing
1,Squatina oculata,Decreasing
1,Isurus oxyrinchus,Decreasing
1,Dasyatis pastinaca,Unknown
1,Pristis pectinata,Decreasing
1,Heptranchias perlo,Unknown
1,Balaenoptera physalus,Decreasing
1,Carcharhinus plumbeus,Decreasing
1,Mustelus punctulatus,Unknown
1,Raja radula,Unknown
1,Hippocampus ramulosus,
1,Rhinobatos rhinobatos,Decreasing
1,Mycteroperca rubra,Unknown
1,Serranus scriba,
1,Etmopterus spinax,Unknown
1,Scyliorhinus stellaris,Unknown
1,Torpedo torpedo,Stable
1,Tursiops truncatus,Decreasing
1,Himantura uarnak,Decreasing
1,Raja undulata,Decreasing
1,Centrophorus uyato,Unknown
1,Alopias vulpinus,Decreasing
1,Sphyrna zygaena,Decreasing
2,Squalus acanthias,Decreasing
2,Epinephelus aeneus,Decreasing
2,Gymnura altavela,Decreasing
2,Myliobatis aquila,Unknown
2,Mustelus asterias,Unknown
2,Raja asterias,Stable
2,Squalus blainvillei,Unknown
2,Pteromylaeus bovinus,Unknown
2,Steno bredanensis,Unknown
2,Carcharhinus brevipinna,Unknown
2,Serranus cabrilla,
2,Scyliorhinus canicula,Stable
2,Epinephelus caninus,Unknown
2,Carcharodon carcharias,Unknown
2,Caretta caretta,
2,Ziphius cavirostris,Unknown
2,Oxynotus centrina,Unknown
2,Dasyatis centroura,Unknown
2,Dasyatis chrysonota,Unknown
2,Raja clavata,Decreasing
2,Stenella coeruleoalba,Unknown
2,Epinephelus coioides,Decreasing
2,Dermochelys coriacea,Decreasing
2,Epinephelus costae,Unknown
2,Pseudorca crassidens,Unknown
2,Ocypode cursor,
2,Delphinus delphis,Decreasing
2,Odontaspis ferox,Decreasing
2,Hippocampus fuscus,Unknown
2,Galeorhinus galeus,Decreasing
2,Prionace glauca,Unknown
2,Taeniura grabata,
2,Grampus griseus,Unknown
2,Epinephelus haifensis,
2,Serranus hepatus,
2,Hippocampus hippocampus,Unknown
2,Scyllarides latus,Unknown
2,Carcharhinus limbatus,Unknown
2,Physeter macrocephalus,Decreasing
2,Epinephelus malabaricus,
2,Rhinoptera marginata,Unknown
2,Epinephelus marginatus,Decreasing
2,Torpedo marmorata,Unknown
2,Cetorhinus maximus,Decreasing
2,Carcharhinus melanopterus,Decreasing
2,Galeus melastomus,Stable
2,Raja miraletus,Stable
2,Mobula mobular,Decreasing
2,Monachus monachus,Decreasing
2,Chimaera monstrosa,Stable
2,Raja montagui,Stable
2,Mustelus mustelus,Decreasing
2,Chelonia mydas,Decreasing
2,Torpedo nobiliana,Unknown
2,Carcharhinus obscurus,Decreasing
2,Squatina oculata,Decreasing
2,Isurus oxyrinchus,Decreasing
2,Dasyatis pastinaca,Unknown
2,Pristis pectinata,Decreasing
2,Heptranchias perlo,Unknown
2,Balaenoptera physalus,Decreasing
2,Carcharhinus plumbeus,Decreasing
2,Mustelus punctulatus,Unknown
2,Raja radula,Unknown
2,Hippocampus ramulosus,
2,Rhinobatos rhinobatos,Decreasing
2,Mycteroperca rubra,Unknown
2,Serranus scriba,
2,Etmopterus spinax,Unknown
2,Scyliorhinus stellaris,Unknown
2,Torpedo torpedo,Stable
2,Tursiops truncatus,Decreasing
2,Himantura uarnak,Decreasing
2,Raja undulata,Decreasing
2,Centrophorus uyato,Unknown
2,Alopias vulpinus,Decreasing
2,Sphyrna zygaena,Decreasing
3,Squalus acanthias,Decreasing
3,Epinephelus aeneus,Decreasing
3,Gymnura altavela,Decreasing
3,Myliobatis aquila,Unknown
3,Mustelus asterias,Unknown
3,Raja asterias,Stable
3,Squalus blainvillei,Unknown
3,Pteromylaeus bovinus,Unknown
3,Steno bredanensis,Unknown
3,Carcharhinus brevipinna,Unknown
3,Serranus cabrilla,
3,Scyliorhinus canicula,Stable
3,Epinephelus caninus,Unknown
3,Carcharodon carcharias,Unknown
3,Caretta caretta,
3,Ziphius cavirostris,Unknown
3,Oxynotus centrina,Unknown
3,Dasyatis centroura,Unknown
3,Dasyatis chrysonota,Unknown
3,Raja clavata,Decreasing
3,Stenella coeruleoalba,Unknown
3,Epinephelus coioides,Decreasing
3,Dermochelys coriacea,Decreasing
3,Epinephelus costae,Unknown
3,Pseudorca crassidens,Unknown
3,Ocypode cursor,
3,Delphinus delphis,Decreasing
3,Odontaspis ferox,Decreasing
3,Hippocampus fuscus,Unknown
3,Galeorhinus galeus,Decreasing
3,Prionace glauca,Unknown
3,Taeniura grabata,
3,Grampus griseus,Unknown
3,Epinephelus haifensis,
3,Serranus hepatus,
3,Hippocampus hippocampus,Unknown
3,Scyllarides latus,Unknown
3,Carcharhinus limbatus,Unknown
3,Physeter macrocephalus,Decreasing
3,Epinephelus malabaricus,
3,Rhinoptera marginata,Unknown
3,Epinephelus marginatus,Decreasing
3,Torpedo marmorata,Unknown
3,Cetorhinus maximus,Decreasing
3,Carcharhinus melanopterus,Decreasing
3,Galeus melastomus,Stable
3,Raja miraletus,Stable
3,Mobula mobular,Decreasing
3,Monachus monachus,Decreasing
3,Chimaera monstrosa,Stable
3,Raja montagui,Stable
3,Mustelus mustelus,Decreasing
3,Chelonia mydas,Decreasing
3,Torpedo nobiliana,Unknown
3,Carcharhinus obscurus,Decreasing
3,Squatina oculata,Decreasing
3,Isurus oxyrinchus,Decreasing
3,Dasyatis pastinaca,Unknown
3,Pristis pectinata,Decreasing
3,Heptranchias perlo,Unknown
3,Balaenoptera physalus,Decreasing
3,Carcharhinus plumbeus,Decreasing
3,Mustelus punctulatus,Unknown
3,Raja radula,Unknown
3,Hippocampus ramulosus,
3,Rhinobatos rhinobatos,Decreasing
3,Mycteroperca rubra,Unknown
3,Serranus scriba,
3,Etmopterus spinax,Unknown
3,Scyliorhinus stellaris,Unknown
3,Torpedo torpedo,Stable
3,Tursiops truncatus,Decreasing
3,Himantura uarnak,Decreasing
3,Raja undulata,Decreasing
3,Centrophorus uyato,Unknown
3,Alopias vulpinus,Decreasing
3,Sphyrna zygaena,Decreasing
4,Squalus acanthias,Decreasing
4,Epinephelus aeneus,Decreasing
4,Gymnura altavela,Decreasing
4,Myliobatis aquila,Unknown
4,Mustelus asterias,Unknown
