rgn_id,sciname,popn_trend
5,Abudefduf vaigiensis,
2,Abudefduf vaigiensis,
4,Abudefduf vaigiensis,
6,Abudefduf vaigiensis,
1,Abudefduf vaigiensis,
3,Abudefduf vaigiensis,
5,Acanthephyra eximea,
2,Acanthephyra eximea,
4,Acanthephyra eximea,
6,Acanthephyra eximea,
1,Acanthephyra eximea,
3,Acanthephyra eximea,
5,Acanthephyra pelagica,
2,Acanthephyra pelagica,
4,Acanthephyra pelagica,
6,Acanthephyra pelagica,
1,Acanthephyra pelagica,
3,Acanthephyra pelagica,
4,Acanthocybium solandri,Increasing
6,Acanthocybium solandri,Increasing
2,Acanthocybium solandri,Increasing
5,Acanthocybium solandri,Increasing
3,Acantholabrus palloni,Unknown
4,Acantholabrus palloni,Unknown
5,Acantholabrus palloni,Unknown
1,Acantholabrus palloni,Unknown
2,Acantholabrus palloni,Unknown
6,Acantholabrus palloni,Unknown
5,Acanthonyx lunulatus,
2,Acanthonyx lunulatus,
4,Acanthonyx lunulatus,
6,Acanthonyx lunulatus,
1,Acanthonyx lunulatus,
3,Acanthonyx lunulatus,
5,Acanthophora nayadiformis,
2,Acanthophora nayadiformis,
4,Acanthophora nayadiformis,
6,Acanthophora nayadiformis,
1,Acanthophora nayadiformis,
3,Acanthophora nayadiformis,
5,Acanthurus monroviae,Unknown
3,Acanthurus monroviae,Unknown
2,Acanthurus monroviae,Unknown
5,Acetabularia acetabulum,
2,Acetabularia acetabulum,
4,Acetabularia acetabulum,
6,Acetabularia acetabulum,
1,Acetabularia acetabulum,
3,Acetabularia acetabulum,
5,Acetabularia moebii,
2,Acetabularia moebii,
4,Acetabularia moebii,
6,Acetabularia moebii,
1,Acetabularia moebii,
3,Acetabularia moebii,
5,Acetabularia parvula,
2,Acetabularia parvula,
4,Acetabularia parvula,
6,Acetabularia parvula,
1,Acetabularia parvula,
3,Acetabularia parvula,
5,Acetabularia wettsteinii,
2,Acetabularia wettsteinii,
4,Acetabularia wettsteinii,
6,Acetabularia wettsteinii,
1,Acetabularia wettsteinii,
3,Acetabularia wettsteinii,
5,Achaeus gracilis,
2,Achaeus gracilis,
4,Achaeus gracilis,
6,Achaeus gracilis,
1,Achaeus gracilis,
3,Achaeus gracilis,
5,Acrochaetium virgatulum,
2,Acrochaetium virgatulum,
4,Acrochaetium virgatulum,
6,Acrochaetium virgatulum,
1,Acrochaetium virgatulum,
3,Acrochaetium virgatulum,
5,Acrosymphyton purpuriferum,
2,Acrosymphyton purpuriferum,
4,Acrosymphyton purpuriferum,
6,Acrosymphyton purpuriferum,
1,Acrosymphyton purpuriferum,
3,Acrosymphyton purpuriferum,
5,Aegaeon cataphracta,
2,Aegaeon cataphracta,
4,Aegaeon cataphracta,
6,Aegaeon cataphracta,
1,Aegaeon cataphracta,
3,Aegaeon cataphracta,
5,Aegaeon lacazei,
