"rgn_id","habitat","km2"
1,"coral",0.873251
4,"coral",0.873251
5,"coral",0.873251
2,"coral",0.873251
3,"coral",0.873251
6,"coral",0.873251
1,"mangrove",0
4,"mangrove",0
5,"mangrove",0
2,"mangrove",0
3,"mangrove",0
6,"mangrove",0
1,"rocky_reef",113.523
4,"rocky_reef",113.523
5,"rocky_reef",113.523
2,"rocky_reef",113.523
3,"rocky_reef",113.523
6,"rocky_reef",113.523
1,"seagrass",16.5918
4,"seagrass",16.5918
5,"seagrass",16.5918
2,"seagrass",16.5918
3,"seagrass",16.5918
6,"seagrass",16.5918
1,"soft_bottom",3892.95
4,"soft_bottom",3892.95
5,"soft_bottom",3892.95
2,"soft_bottom",3892.95
3,"soft_bottom",3892.95
6,"soft_bottom",3892.95
