"rgn_id","species","species_code","sust_coeff","year","sm_tonnes","sust_tonnes"
1,"Barramundi(=Giant seaperch)",93,0.444010417,2000,38,16.872395846
1,"Cupped oysters nei",684,0.888095238,2000,0,0
1,"European seabass",94,0.452222222,2000,54,24.419999988
1,"European seabass",685,0.452222222,2000,236.666666666667,107.025925873333
1,"Gilthead seabream",95,0.286111111,2000,0,0
1,"Gilthead seabream",686,0.286111111,2000,2586.66666666667,740.074073786667
1,"Marine fishes nei",96,0.477777778,2000,0,0
1,"Marine fishes nei",687,0.477777778,2000,35,16.72222223
1,"Red drum",97,0.366666667,2000,99,36.300000033
1,"Red drum",688,0.366666667,2000,148.666666666667,54.5111111606667
1,"Striped bass, hybrid",689,0.444010417,2000,36.6666666666667,16.2803819566667
2,"Barramundi(=Giant seaperch)",93,0.444010417,2000,38,16.872395846
2,"Cupped oysters nei",684,0.888095238,2000,0,0
2,"European seabass",94,0.452222222,2000,54,24.419999988
2,"European seabass",685,0.452222222,2000,236.666666666667,107.025925873333
2,"Gilthead seabream",95,0.286111111,2000,0,0
2,"Gilthead seabream",686,0.286111111,2000,2586.66666666667,740.074073786667
2,"Marine fishes nei",96,0.477777778,2000,0,0
2,"Marine fishes nei",687,0.477777778,2000,35,16.72222223
2,"Red drum",97,0.366666667,2000,99,36.300000033
2,"Red drum",688,0.366666667,2000,148.666666666667,54.5111111606667
2,"Striped bass, hybrid",689,0.444010417,2000,36.6666666666667,16.2803819566667
3,"Barramundi(=Giant seaperch)",93,0.444010417,2000,38,16.872395846
3,"Cupped oysters nei",684,0.888095238,2000,0,0
3,"European seabass",94,0.452222222,2000,54,24.419999988
3,"European seabass",685,0.452222222,2000,236.666666666667,107.025925873333
3,"Gilthead seabream",95,0.286111111,2000,0,0
3,"Gilthead seabream",686,0.286111111,2000,2586.66666666667,740.074073786667
3,"Marine fishes nei",96,0.477777778,2000,0,0
3,"Marine fishes nei",687,0.477777778,2000,35,16.72222223
3,"Red drum",97,0.366666667,2000,99,36.300000033
