"rgn_id","sciname","popn_trend"
3,"Balaenoptera acutorostrata","Stable"
4,"Balaenoptera acutorostrata","Stable"
2,"Balaenoptera acutorostrata","Stable"
1,"Balaenoptera acutorostrata","Stable"
3,"Balaenoptera physalus","Unknown"
4,"Balaenoptera physalus","Unknown"
2,"Balaenoptera physalus","Unknown"
1,"Balaenoptera physalus","Unknown"
3,"Carcharodon carcharias","Unknown"
4,"Carcharodon carcharias","Unknown"
2,"Carcharodon carcharias","Unknown"
1,"Carcharodon carcharias","Unknown"
3,"Caretta caretta",""
4,"Caretta caretta",""
2,"Caretta caretta",""
1,"Caretta caretta",""
3,"Cetorhinus maximus","Decreasing"
4,"Cetorhinus maximus","Decreasing"
2,"Cetorhinus maximus","Decreasing"
1,"Cetorhinus maximus","Decreasing"
3,"Cheilinus undulatus","Decreasing"
4,"Cheilinus undulatus","Decreasing"
2,"Cheilinus undulatus","Decreasing"
1,"Cheilinus undulatus","Decreasing"
3,"Chelonia mydas","Decreasing"
4,"Chelonia mydas","Decreasing"
2,"Chelonia mydas","Decreasing"
1,"Chelonia mydas","Decreasing"
3,"Dermochelys coriacea","Decreasing"
4,"Dermochelys coriacea","Decreasing"
2,"Dermochelys coriacea","Decreasing"
1,"Dermochelys coriacea","Decreasing"
3,"Isurus oxyrinchus","Decreasing"
4,"Isurus oxyrinchus","Decreasing"
2,"Isurus oxyrinchus","Decreasing"
1,"Isurus oxyrinchus","Decreasing"
3,"Rhincodon typus","Decreasing"
4,"Rhincodon typus","Decreasing"
2,"Rhincodon typus","Decreasing"
1,"Rhincodon typus","Decreasing"
