"rgn_id","species","species_code","sust_coeff","year","sm_tonnes"
1,"Barramundi(=Giant seaperch)",93,0.444010417,"2000",38
1,"Cupped oysters nei",684,0.888095238,"2000",0
1,"European seabass",94,0.452222222,"2000",54
1,"European seabass",685,0.452222222,"2000",236.666666666667
1,"Gilthead seabream",95,0.286111111,"2000",0
1,"Gilthead seabream",686,0.286111111,"2000",2586.66666666667
1,"Marine fishes nei",96,0.477777778,"2000",0
1,"Marine fishes nei",687,0.477777778,"2000",35
1,"Red drum",97,0.366666667,"2000",99
1,"Red drum",688,0.366666667,"2000",148.666666666667
1,"Striped bass, hybrid",689,0.444010417,"2000",36.6666666666667
2,"Barramundi(=Giant seaperch)",93,0.444010417,"2000",38
2,"Cupped oysters nei",684,0.888095238,"2000",0
2,"European seabass",94,0.452222222,"2000",54
2,"European seabass",685,0.452222222,"2000",236.666666666667
2,"Gilthead seabream",95,0.286111111,"2000",0
2,"Gilthead seabream",686,0.286111111,"2000",2586.66666666667
2,"Marine fishes nei",96,0.477777778,"2000",0
2,"Marine fishes nei",687,0.477777778,"2000",35
2,"Red drum",97,0.366666667,"2000",99
2,"Red drum",688,0.366666667,"2000",148.666666666667
2,"Striped bass, hybrid",689,0.444010417,"2000",36.6666666666667
3,"Barramundi(=Giant seaperch)",93,0.444010417,"2000",38
3,"Cupped oysters nei",684,0.888095238,"2000",0
3,"European seabass",94,0.452222222,"2000",54
3,"European seabass",685,0.452222222,"2000",236.666666666667
3,"Gilthead seabream",95,0.286111111,"2000",0
3,"Gilthead seabream",686,0.286111111,"2000",2586.66666666667
3,"Marine fishes nei",96,0.477777778,"2000",0
3,"Marine fishes nei",687,0.477777778,"2000",35
3,"Red drum",97,0.366666667,"2000",99
3,"Red drum",688,0.366666667,"2000",148.666666666667
3,"Striped bass, hybrid",689,0.444010417,"2000",36.6666666666667
4,"Barramundi(=Giant seaperch)",93,0.444010417,"2000",38
4,"Cupped oysters nei",684,0.888095238,"2000",0
4,"European seabass",94,0.452222222,"2000",54
4,"European seabass",685,0.452222222,"2000",236.666666666667
4,"Gilthead seabream",95,0.286111111,"2000",0
4,"Gilthead seabream",686,0.286111111,"2000",2586.66666666667
4,"Marine fishes nei",96,0.477777778,"2000",0
4,"Marine fishes nei",687,0.477777778,"2000",35
4,"Red drum",97,0.366666667,"2000",99
4,"Red drum",688,0.366666667,"2000",148.666666666667
4,"Striped bass, hybrid",689,0.444010417,"2000",36.6666666666667
5,"Barramundi(=Giant seaperch)",93,0.444010417,"2000",38
5,"Cupped oysters nei",684,0.888095238,"2000",0
5,"European seabass",94,0.452222222,"2000",54
5,"European seabass",685,0.452222222,"2000",236.666666666667
5,"Gilthead seabream",95,0.286111111,"2000",0
